t,seq,err,servo_pwm,pid_select,Midline.k,Midline.b,Forward.k,Forward.b,Forward_2.k,Forward_3.k,RIGHT_duandian,LEFT_duandian,paodao_distance,valid_couter,RIGHT_cnt,LEFT_cnt,Forward_cnt,Forward_cnt_2,Forward_cnt_3,Speed_now,Speed_mubiao,danbian_flag,state_left_cnt,state_right_cnt,state_left_cnt_2,state_right_cnt_2,zhongxian_chuizhi,mode_prev,d_pwm,d_err
56.694,240,500,1720,4,0.105,100,0.21,80,0.189,0.168,836,293,700,455,100,126,60,0,14,8.4,8,0,0,0,0,0,0,4,0.0,0.0
56.809,241,500,1720,4,0.108,100,0.215,80,0.194,0.172,868,302,700,441,128,104,60,0,14,8,8,0,0,0,0,0,0,4,0.0,0.0
56.924,242,500,1720,4,0.111,100,0.221,80,0.199,0.177,855,333,700,439,114,118,60,0,14,7.8,8,0,0,0,0,0,0,4,0.0,0.0
57.039,243,500,1720,4,0.113,100,0.227,80,0.204,0.182,895,321,700,444,111,106,60,0,14,8.2,8,0,0,0,0,0,0,4,0.0,0.0
57.153,244,500,1720,4,0.116,100,0.233,80,0.209,0.186,846,339,700,438,119,118,60,0,14,8.4,8,0,0,0,0,0,0,4,0.0,0.0
57.268,245,500,1720,4,0.119,100,0.238,80,0.215,0.191,833,293,700,445,124,107,60,0,14,8.3,8,0,0,0,0,0,0,4,0.0,0.0
57.383,246,500,1720,4,0.122,100,0.244,80,0.22,0.195,823,313,700,440,120,100,60,0,14,8.4,8,0,0,0,0,0,0,4,0.0,0.0
57.498,247,500,1720,4,0.125,100,0.25,80,0.225,0.2,864,317,700,451,124,125,60,0,14,8.5,8,0,0,0,0,0,0,4,0.0,0.0
57.613,248,350,1720,9,0.25,100,0.5,80,0.45,0.4,857,274,700,456,115,104,60,0,14,8.7,8,1,0,0,0,0,0,4,0.0,-150.0
57.727,249,350,1720,9,0.25,100,0.5,80,0.45,0.4,876,267,700,445,117,134,60,0,14,8.8,8,1,0,0,0,0,0,9,0.0,0.0
57.842,250,350,1720,9,0.25,100,0.5,80,0.45,0.4,856,276,700,451,114,117,60,0,14,8.7,8,1,0,0,0,0,0,9,0.0,0.0
57.957,251,350,1720,9,0.25,100,0.5,80,0.45,0.4,884,250,700,436,111,123,60,0,14,8.3,8,1,0,0,0,0,0,9,0.0,0.0
58.072,252,350,1720,9,0.25,100,0.5,80,0.45,0.4,855,252,700,442,133,104,60,0,14,7.9,8,1,0,0,0,0,0,9,0.0,0.0
58.186,253,350,1720,9,0.25,100,0.5,80,0.45,0.4,844,262,700,454,119,127,60,0,14,7.9,8,1,0,0,0,0,0,9,0.0,0.0
58.301,254,350,1720,9,0.25,100,0.5,80,0.45,0.4,857,274,700,452,121,108,60,0,14,7.6,8,1,0,0,0,0,0,9,0.0,0.0
58.416,255,350,1720,9,0.25,100,0.5,80,0.45,0.4,827,246,700,437,109,116,60,0,14,7.5,8,1,0,0,0,0,0,9,0.0,0.0
58.531,0,350,1720,9,0.25,100,0.5,80,0.45,0.4,869,276,700,458,114,111,60,0,14,7.4,8,1,0,0,0,0,0,9,0.0,0.0
58.645,1,350,1720,9,0.25,100,0.5,80,0.45,0.4,854,280,700,448,107,118,60,0,14,7.1,8,1,0,0,0,0,0,9,0.0,0.0
58.760,2,350,1720,9,0.25,100,0.5,80,0.45,0.4,862,269,700,449,124,120,60,0,14,7,8,1,0,0,0,0,0,9,0.0,0.0
58.875,3,350,1720,9,0.25,100,0.5,80,0.45,0.4,861,283,700,453,112,119,60,0,14,6.8,8,1,0,0,0,0,0,9,0.0,0.0
58.990,4,350,1720,9,0.25,100,0.5,80,0.45,0.4,834,255,700,453,118,101,60,0,14,6.6,8,1,0,0,0,0,0,9,0.0,0.0
59.104,5,-10.9,1401,0,-0.001,100,-0.002,80,-0.002,-0.002,887,875,700,435,118,122,0,0,0,7,8,0,0,0,0,0,50,9,-319.0,-360.9
59.219,6,4,1461,0,0.009,100,0.018,80,0.016,0.014,843,892,700,448,109,137,0,0,0,7.5,8,0,0,0,0,0,50,0,60.0,14.9
59.334,7,-7.3,1416,0,0.028,100,0.057,80,0.051,0.046,896,825,700,446,124,120,0,0,0,7.6,8,0,0,0,0,0,50,0,-45.0,-11.3
59.449,8,22.6,1536,0,0.013,100,0.027,80,0.024,0.021,848,877,700,446,141,109,0,0,0,7.6,8,0,0,0,0,0,50,0,120.0,29.9
59.564,9,-6.6,1419,0,0,100,-0.001,80,-0.001,-0.001,822,796,700,443,114,113,0,0,0,7.9,8,0,0,0,0,0,50,0,-117.0,-29.2
59.678,10,-12.5,1395,0,-0.028,100,-0.057,80,-0.051,-0.045,853,908,700,455,104,117,0,0,0,8.1,8,0,0,0,0,0,50,0,-24.0,-5.9
59.793,11,-14.9,1385,0,0.018,100,0.036,80,0.032,0.029,843,849,700,444,104,123,0,0,0,8,8,0,0,0,0,0,50,0,-10.0,-2.4
